p_id,gq_id,gq_type,sporder,age,sex
486741575,G110010009013C1,C,698,21,1
486741574,G110010009013C1,C,699,20,1
486741573,G110010009013C1,C,700,19,1
486741572,G110010009013C1,C,701,18,1
486741571,G110010009013C1,C,702,19,1
486741570,G110010009013C1,C,703,24,1
486741569,G110010009013C1,C,704,22,1
486741568,G110010009013C1,C,705,18,1
486741567,G110010009013C1,C,706,21,1
486741566,G110010009013C1,C,707,19,1
486741565,G110010009013C1,C,708,19,1
486741564,G110010009013C1,C,709,56,1
486741563,G110010009013C1,C,710,24,1
486741562,G110010009013C1,C,711,23,1
486741561,G110010009013C1,C,712,23,1
486741560,G110010009013C1,C,713,27,1
486741559,G110010009013C1,C,714,18,1
486741558,G110010009013C1,C,715,24,1
486741557,G110010009013C1,C,716,22,1
486741556,G110010009013C1,C,717,18,1
486741555,G110010009013C1,C,718,19,1
486741554,G110010009013C1,C,719,18,1
486741553,G110010009013C1,C,720,24,1
486741552,G110010009013C1,C,721,18,1
486741551,G110010009013C1,C,722,19,1
486741550,G110010009013C1,C,723,19,1
486741549,G110010009013C1,C,724,19,1
486741548,G110010009013C1,C,725,23,1
486741547,G110010009013C1,C,726,19,1
486741546,G110010009013C1,C,727,19,1
486741545,G110010009013C1,C,728,27,1
486741544,G110010009013C1,C,729,23,1
486741543,G110010009013C1,C,730,21,1
486741542,G110010009013C1,C,731,23,1
486741541,G110010009013C1,C,732,19,1
486741540,G110010009013C1,C,733,19,1
486741539,G110010009013C1,C,734,24,1
486741538,G110010009013C1,C,735,22,1
486741537,G110010009013C1,C,736,19,1
486741536,G110010009013C1,C,737,20,1
486741535,G110010009013C1,C,738,21,1
486741534,G110010009013C1,C,739,23,1
486741533,G110010009013C1,C,740,23,1
486741532,G110010009013C1,C,741,18,1
486741531,G110010009013C1,C,742,18,1
486741530,G110010009013C1,C,743,19,1
486741529,G110010009013C1,C,744,19,1
486741528,G110010009013C1,C,745,19,1
486741527,G110010009013C1,C,746,19,1
486741526,G110010009013C1,C,747,21,1
486741525,G110010009013C1,C,748,20,1
486741524,G110010009013C1,C,749,19,1
486741523,G110010009013C1,C,750,19,1
486741522,G110010009013C1,C,751,23,1
486741521,G110010009013C1,C,752,19,1
486741520,G110010009013C1,C,753,21,1
486741519,G110010009013C1,C,754,28,1
486741518,G110010009013C1,C,755,19,1
486741517,G110010009013C1,C,756,22,1
486741516,G110010009013C1,C,757,18,1
486741515,G110010009013C1,C,758,21,1
486741514,G110010009013C1,C,759,19,1
486741513,G110010009013C1,C,760,18,1
486741512,G110010009013C1,C,761,19,1
486741511,G110010009013C1,C,762,18,1
486741510,G110010009013C1,C,763,21,1
486741509,G110010009013C1,C,764,19,1
486741508,G110010009013C1,C,765,20,1
486741507,G110010009013C1,C,766,24,1
486741506,G110010009013C1,C,767,20,1
486741505,G110010009013C1,C,768,19,1
486741504,G110010009013C1,C,769,23,1
486741503,G110010009013C1,C,770,19,1
486741502,G110010009013C1,C,771,22,1
486741501,G110010009013C1,C,772,23,1
486741500,G110010009013C1,C,773,24,1
486741499,G110010009013C1,C,774,21,1
486741498,G110010009013C1,C,775,18,1
486741497,G110010009013C1,C,776,19,1
486741496,G110010009013C1,C,777,19,1
486741495,G110010009013C1,C,778,19,1
486741494,G110010009013C1,C,779,18,1
486741493,G110010009013C1,C,780,22,1
486741492,G110010009013C1,C,781,22,1
486741491,G110010009013C1,C,782,21,1
486741490,G110010009013C1,C,783,22,1
486741489,G110010009013C1,C,784,21,1
486741488,G110010009013C1,C,785,19,1
486741487,G110010009013C1,C,786,20,1
486741486,G110010009013C1,C,787,19,1
486741485,G110010009013C1,C,788,63,1
486741484,G110010009013C1,C,789,19,1
486741483,G110010009013C1,C,790,19,1
486741482,G110010009013C1,C,791,19,1
486741481,G110010009013C1,C,792,19,1
486741480,G110010009013C1,C,793,19,1
486741479,G110010009013C1,C,794,22,1
486741478,G110010009013C1,C,795,22,1
486741477,G110010009013C1,C,796,19,1
486741476,G110010009013C1,C,797,28,1
486741475,G110010009013C1,C,798,19,1
486741474,G110010009013C1,C,799,20,1
486741473,G110010009013C1,C,800,18,1
486741472,G110010009013C1,C,801,18,1
486741471,G110010009013C1,C,802,18,1
486741470,G110010009013C1,C,803,25,1
486741469,G110010009013C1,C,804,22,1
486741468,G110010009013C1,C,805,18,1
486741467,G110010009013C1,C,806,22,1
486741466,G110010009013C1,C,807,23,1
486741465,G110010009013C1,C,808,18,1
486741464,G110010009013C1,C,809,24,1
486741463,G110010009013C1,C,810,18,1
486741462,G110010009013C1,C,811,18,1
486741461,G110010009013C1,C,812,18,1
486741460,G110010009013C1,C,813,18,1
486741459,G110010009013C1,C,814,24,1
486741458,G110010009013C1,C,815,18,1
486741457,G110010009013C1,C,816,22,1
486741456,G110010009013C1,C,817,18,1
486741455,G110010009013C1,C,818,18,1
486741454,G110010009013C1,C,819,22,1
486741453,G110010009013C1,C,820,23,1
486741452,G110010009013C1,C,821,21,1
486741451,G110010009013C1,C,822,22,1
486741450,G110010009013C1,C,823,18,1
486741449,G110010009013C1,C,824,26,1
486741448,G110010009013C1,C,825,21,1
486741447,G110010009013C1,C,826,19,1
486741446,G110010009013C1,C,827,19,1
486741445,G110010009013C1,C,828,20,1
486741444,G110010009013C1,C,829,19,1
486741443,G110010009013C1,C,830,18,1
486741442,G110010009013C1,C,831,19,1
486741441,G110010009013C1,C,832,22,1
486741440,G110010009013C1,C,833,27,1
486741439,G110010009013C1,C,834,19,1
486741438,G110010009013C1,C,835,18,1
486741437,G110010009013C1,C,836,18,1
486741436,G110010009013C1,C,837,20,1
486741435,G110010009013C1,C,838,21,1
486741434,G110010009013C1,C,839,18,1
486741433,G110010009013C1,C,840,19,1
486741432,G110010009013C1,C,841,19,1
486741431,G110010009013C1,C,842,21,1
486741430,G110010009013C1,C,843,21,1
486741429,G110010009013C1,C,844,21,1
486741428,G110010009013C1,C,845,24,1
486741427,G110010009013C1,C,846,23,1
486741426,G110010009013C1,C,847,19,1
486741425,G110010009013C1,C,848,21,1
486741424,G110010009013C1,C,849,19,1
486741423,G110010009013C1,C,850,24,1
486741422,G110010009013C1,C,851,19,1
486741421,G110010009013C1,C,852,19,1
486741420,G110010009013C1,C,853,19,1
486741419,G110010009013C1,C,854,19,1
486741418,G110010009013C1,C,855,18,1
486741417,G110010009013C1,C,856,20,1
486741416,G110010009013C1,C,857,20,1
486741415,G110010009013C1,C,858,18,1
486741414,G110010009013C1,C,859,19,1
486741413,G110010009013C1,C,860,23,1
486741412,G110010009013C1,C,861,19,1
486741411,G110010009013C1,C,862,20,1
486741410,G110010009013C1,C,863,19,1
486741409,G110010009013C1,C,864,19,1
486741408,G110010009013C1,C,865,18,1
486741407,G110010009013C1,C,866,18,1
486741406,G110010009013C1,C,867,23,1
486741405,G110010009013C1,C,868,20,1
486741404,G110010009013C1,C,869,19,1
486741403,G110010009013C1,C,870,22,1
486741402,G110010009013C1,C,871,19,1
486741401,G110010009013C1,C,872,23,1
486741400,G110010009013C1,C,873,18,1
486741399,G110010009013C1,C,874,21,1
486741398,G110010009013C1,C,875,31,1
486741397,G110010009013C1,C,876,20,1
486741396,G110010009013C1,C,877,19,1
486741395,G110010009013C1,C,878,19,1
486741394,G110010009013C1,C,879,20,1
486741393,G110010009013C1,C,880,21,1
486741392,G110010009013C1,C,881,18,1
486741391,G110010009013C1,C,882,31,1
486741390,G110010009013C1,C,883,21,1
486741389,G110010009013C1,C,884,19,1
486741388,G110010009013C1,C,885,20,1
486741387,G110010009013C1,C,886,22,1
486741386,G110010009013C1,C,887,21,1
486741385,G110010009013C1,C,888,19,1
486741384,G110010009013C1,C,889,50,1
486741383,G110010009013C1,C,890,19,1
486741382,G110010009013C1,C,891,18,1
486741381,G110010009013C1,C,892,19,1
486741380,G110010009013C1,C,893,23,1
486741379,G110010009013C1,C,894,19,1
486741378,G110010009013C1,C,895,19,1
486741377,G110010009013C1,C,896,19,1
486741376,G110010009013C1,C,897,21,1
486741375,G110010009013C1,C,898,19,1
486741374,G110010009013C1,C,899,18,1
486741373,G110010009013C1,C,900,24,1
486741372,G110010009013C1,C,901,19,1
486741371,G110010009013C1,C,902,18,1
486741370,G110010009013C1,C,903,19,1
486741369,G110010009013C1,C,904,20,1
486741368,G110010009013C1,C,905,19,1
486741367,G110010009013C1,C,906,19,1
486741366,G110010009013C1,C,907,24,1
486741365,G110010009013C1,C,908,19,1
486741364,G110010009013C1,C,909,21,1
486741363,G110010009013C1,C,910,19,1
486741362,G110010009013C1,C,911,22,1
486741361,G110010009013C1,C,912,19,1
486741360,G110010009013C1,C,913,18,1
486741359,G110010009013C1,C,914,19,1
486741358,G110010009013C1,C,915,18,1
486741357,G110010009013C1,C,916,19,1
486741356,G110010009013C1,C,917,20,1
486741355,G110010009013C1,C,918,18,1
486741354,G110010009013C1,C,919,24,1
486741353,G110010009013C1,C,920,21,1
486741352,G110010009013C1,C,921,18,1
486741351,G110010009013C1,C,922,28,1
486741350,G110010009013C1,C,923,29,1
486741349,G110010009013C1,C,924,18,1
486741348,G110010009013C1,C,925,23,1
486741347,G110010009013C1,C,926,19,1
486741346,G110010009013C1,C,927,18,1
486741345,G110010009013C1,C,928,20,1
486741344,G110010009013C1,C,929,19,1
486741343,G110010009013C1,C,930,19,1
486741342,G110010009013C1,C,931,21,1
486741341,G110010009013C1,C,932,18,1
486741340,G110010009013C1,C,933,23,1
486741339,G110010009013C1,C,934,18,1
486741338,G110010009013C1,C,935,22,1
486741337,G110010009013C1,C,936,18,1
486741336,G110010009013C1,C,937,21,1
486741335,G110010009013C1,C,938,23,1
486741334,G110010009013C1,C,939,27,1
486741333,G110010009013C1,C,940,19,1
486741332,G110010009013C1,C,941,19,1
486741331,G110010009013C1,C,942,19,1
486741330,G110010009013C1,C,943,18,1
486741329,G110010009013C1,C,944,21,1
486741328,G110010009013C1,C,945,23,1
486741327,G110010009013C1,C,946,18,1
486741326,G110010009013C1,C,947,21,1
486741325,G110010009013C1,C,948,18,1
486741324,G110010009013C1,C,949,23,1
486741323,G110010009013C1,C,950,19,1
486741322,G110010009013C1,C,951,19,1
486741321,G110010009013C1,C,952,19,1
486741320,G110010009013C1,C,953,18,1
486741319,G110010009013C1,C,954,22,1
486741318,G110010009013C1,C,955,21,1
486741317,G110010009013C1,C,956,21,1
486741316,G110010009013C1,C,957,22,1
486741315,G110010009013C1,C,958,18,1
486741314,G110010009013C1,C,959,19,1
486741313,G110010009013C1,C,960,23,1
486741312,G110010009013C1,C,961,19,1
486741311,G110010009013C1,C,962,19,1
486741310,G110010009013C1,C,963,18,1
486741309,G110010009013C1,C,964,24,1
486741308,G110010009013C1,C,965,18,1
486741307,G110010009013C1,C,966,18,1
486741306,G110010009013C1,C,967,18,1
486741305,G110010009013C1,C,968,19,1
486741304,G110010009013C1,C,969,25,1
486741303,G110010009013C1,C,970,19,1
486741302,G110010009013C1,C,971,20,1
486741301,G110010009013C1,C,972,21,1
486741300,G110010009013C1,C,973,19,1
486741299,G110010009013C1,C,974,24,1
486741298,G110010009013C1,C,975,22,1
486741297,G110010009013C1,C,976,21,1
486741296,G110010009013C1,C,977,20,1
486741295,G110010009013C1,C,978,18,1
486741294,G110010009013C1,C,979,20,1
486741293,G110010009013C1,C,980,28,1
486741292,G110010009013C1,C,981,19,1
486741291,G110010009013C1,C,982,19,1
486741290,G110010009013C1,C,983,19,1
486741289,G110010009013C1,C,984,19,1
486741288,G110010009013C1,C,985,21,1
486741287,G110010009013C1,C,986,24,1
486741286,G110010009013C1,C,987,18,1
486741285,G110010009013C1,C,988,34,1
486741284,G110010009013C1,C,989,19,1
486741283,G110010009013C1,C,990,20,1
486741282,G110010009013C1,C,991,19,1
486741281,G110010009013C1,C,992,24,1
486741280,G110010009013C1,C,993,19,1
486741279,G110010009013C1,C,994,21,1
486741278,G110010009013C1,C,995,19,1
486741277,G110010009013C1,C,996,18,1
486741276,G110010009013C1,C,997,20,1
486741275,G110010009013C1,C,998,18,1
486741274,G110010009013C1,C,999,18,1
486741273,G110010009013C1,C,1000,19,1
486741272,G110010009013C1,C,1001,20,1
486741271,G110010009013C1,C,1002,19,1
486741270,G110010009013C1,C,1003,23,1
486741269,G110010009013C1,C,1004,20,1
486741268,G110010009013C1,C,1005,20,1
486741267,G110010009013C1,C,1006,18,1
486741266,G110010009013C1,C,1007,19,1
486741265,G110010009013C1,C,1008,19,1
486741264,G110010009013C1,C,1009,19,1
486741263,G110010009013C1,C,1010,18,1
486741262,G110010009013C1,C,1011,19,1
486741261,G110010009013C1,C,1012,20,1
486741260,G110010009013C1,C,1013,22,1
486741259,G110010009013C1,C,1014,21,1
486741258,G110010009013C1,C,1015,22,1
486741257,G110010009013C1,C,1016,24,1
486741256,G110010009013C1,C,1017,20,1
486741255,G110010009013C1,C,1018,19,1
486741254,G110010009013C1,C,1019,18,1
486741253,G110010009013C1,C,1020,19,1
486741252,G110010009013C1,C,1021,21,1
486741251,G110010009013C1,C,1022,20,1
486741250,G110010009013C1,C,1023,19,1
486741249,G110010009013C1,C,1024,20,1
486741248,G110010009013C1,C,1025,23,1
486741247,G110010009013C1,C,1026,20,1
486741246,G110010009013C1,C,1027,21,1
486741245,G110010009013C1,C,1028,19,1
486741244,G110010009013C1,C,1029,20,1
486741243,G110010009013C1,C,1030,20,1
486741242,G110010009013C1,C,1031,22,1
486741241,G110010009013C1,C,1032,19,1
486741240,G110010009013C1,C,1033,21,1
486741239,G110010009013C1,C,1034,19,1
486741238,G110010009013C1,C,1035,19,1
486741237,G110010009013C1,C,1036,20,1
486741236,G110010009013C1,C,1037,21,1
486741235,G110010009013C1,C,1038,23,1
486741234,G110010009013C1,C,1039,19,1
486741233,G110010009013C1,C,1040,23,1
486741232,G110010009013C1,C,1041,21,1
486741231,G110010009013C1,C,1042,18,1
486741230,G110010009013C1,C,1043,19,1
486741229,G110010009013C1,C,1044,19,1
486741228,G110010009013C1,C,1045,19,1
486741227,G110010009013C1,C,1046,40,1
486741226,G110010009013C1,C,1047,19,1
486741225,G110010009013C1,C,1048,22,1
486741224,G110010009013C1,C,1049,21,1
486741223,G110010009013C1,C,1050,33,1
486741222,G110010009013C1,C,1051,23,1
486741221,G110010009013C1,C,1052,21,1
486741220,G110010009013C1,C,1053,19,1
486741219,G110010009013C1,C,1054,19,1
486741218,G110010009013C1,C,1055,20,1
486741217,G110010009013C1,C,1056,21,1
486741216,G110010009013C1,C,1057,19,1
486741215,G110010009013C1,C,1058,20,1
486741214,G110010009013C1,C,1059,18,1
486741213,G110010009013C1,C,1060,23,1
486741212,G110010009013C1,C,1061,19,1
486741211,G110010009013C1,C,1062,19,1
486741210,G110010009013C1,C,1063,21,1
486741209,G110010009013C1,C,1064,18,1
486741208,G110010009013C1,C,1065,20,1
486741207,G110010009013C1,C,1066,19,1
486741206,G110010009013C1,C,1067,19,1
486741205,G110010009013C1,C,1068,19,1
486741204,G110010009013C1,C,1069,19,1
486741203,G110010009013C1,C,1070,20,1
486741202,G110010009013C1,C,1071,19,1
486741201,G110010009013C1,C,1072,20,1
486741200,G110010009013C1,C,1073,28,1
486741199,G110010009013C1,C,1074,23,1
486741198,G110010009013C1,C,1075,22,1
486741197,G110010009013C1,C,1076,20,1
486741196,G110010009013C1,C,1077,19,1
486741195,G110010009013C1,C,1078,19,1
486741194,G110010009013C1,C,1079,19,1
486741193,G110010009013C1,C,1080,22,1
486741192,G110010009013C1,C,1081,20,1
486741191,G110010009013C1,C,1082,18,1
486741190,G110010009013C1,C,1083,22,1
486741189,G110010009013C1,C,1084,19,1
486741188,G110010009013C1,C,1085,19,1
486741187,G110010009013C1,C,1086,19,1
486741186,G110010009013C1,C,1087,18,1
486741185,G110010009013C1,C,1088,20,1
486741184,G110010009013C1,C,1089,20,1
486741183,G110010009013C1,C,1090,19,1
486741182,G110010009013C1,C,1091,18,1
486741181,G110010009013C1,C,1092,18,1
486741180,G110010009013C1,C,1093,24,1
486741179,G110010009013C1,C,1094,19,1
486741178,G110010009013C1,C,1095,18,1
486741177,G110010009013C1,C,1096,22,1
486741176,G110010009013C1,C,1097,19,1
486741175,G110010009013C1,C,1098,19,1
486741174,G110010009013C1,C,1099,22,1
486741173,G110010009013C1,C,1100,18,1
486741172,G110010009013C1,C,1101,19,1
486741171,G110010009013C1,C,1102,22,1
486741170,G110010009013C1,C,1103,19,1
486741169,G110010009013C1,C,1104,22,1
486741168,G110010009013C1,C,1105,18,1
486741167,G110010009013C1,C,1106,28,1
486741166,G110010009013C1,C,1107,19,1
486741165,G110010009013C1,C,1108,21,1
486741164,G110010009013C1,C,1109,20,1
486741163,G110010009013C1,C,1110,18,1
486741162,G110010009013C1,C,1111,19,1
486741161,G110010009013C1,C,1112,18,1
486741160,G110010009013C1,C,1113,21,1
486741159,G110010009013C1,C,1114,18,1
486741158,G110010009013C1,C,1115,18,1
486741157,G110010009013C1,C,1116,21,1
486741156,G110010009013C1,C,1117,20,1
486741155,G110010009013C1,C,1118,23,1
486741154,G110010009013C1,C,1119,20,1
486741153,G110010009013C1,C,1120,19,1
486741152,G110010009013C1,C,1121,22,1
486741151,G110010009013C1,C,1122,23,1
486741150,G110010009013C1,C,1123,23,1
486741149,G110010009013C1,C,1124,20,1
486741148,G110010009013C1,C,1125,32,1
486741147,G110010009013C1,C,1126,20,1
486741146,G110010009013C1,C,1127,18,1
486741145,G110010009013C1,C,1128,24,1
486741144,G110010009013C1,C,1129,19,1
486741143,G110010009013C1,C,1130,18,1
486741142,G110010009013C1,C,1131,23,1
486741141,G110010009013C1,C,1132,18,1
486741140,G110010009013C1,C,1133,23,1
486741139,G110010009013C1,C,1134,19,1
486741138,G110010009013C1,C,1135,22,1
486741137,G110010009013C1,C,1136,26,1
486741136,G110010009013C1,C,1137,18,1
486741135,G110010009013C1,C,1138,20,1
486741134,G110010009013C1,C,1139,22,1
486741133,G110010009013C1,C,1140,20,1
486741132,G110010009013C1,C,1141,20,1
486741131,G110010009013C1,C,1142,18,1
486741130,G110010009013C1,C,1143,19,1
486741129,G110010009013C1,C,1144,19,1
486741128,G110010009013C1,C,1145,19,1
486741127,G110010009013C1,C,1146,19,1
486741126,G110010009013C1,C,1147,18,1
486741125,G110010009013C1,C,1148,18,1
486741124,G110010009013C1,C,1149,20,1
486741123,G110010009013C1,C,1150,19,1
486741122,G110010009013C1,C,1151,19,1
486741121,G110010009013C1,C,1152,20,1
486741120,G110010009013C1,C,1153,19,1
486741119,G110010009013C1,C,1154,21,1
486741118,G110010009013C1,C,1155,19,1
486741117,G110010009013C1,C,1156,20,1
486741116,G110010009013C1,C,1157,20,1
486741115,G110010009013C1,C,1158,19,1
486741114,G110010009013C1,C,1159,19,1
486741113,G110010009013C1,C,1160,19,1
486741112,G110010009013C1,C,1161,21,1
486741111,G110010009013C1,C,1162,19,1
486741110,G110010009013C1,C,1163,20,1
486741109,G110010009013C1,C,1164,19,1
486741108,G110010009013C1,C,1165,20,1
486741107,G110010009013C1,C,1166,19,1
486741106,G110010009013C1,C,1167,20,1
486741105,G110010009013C1,C,1168,18,1
486741104,G110010009013C1,C,1169,18,1
486741103,G110010009013C1,C,1170,24,1
486741102,G110010009013C1,C,1171,24,1
486741101,G110010009013C1,C,1172,19,1
486741100,G110010009013C1,C,1173,19,1
486741099,G110010009013C1,C,1174,20,1
486741098,G110010009013C1,C,1175,21,1
486741097,G110010009013C1,C,1176,22,1
486741096,G110010009013C1,C,1177,19,1
486741095,G110010009013C1,C,1178,21,1
486741094,G110010009013C1,C,1179,18,1
486741093,G110010009013C1,C,1180,19,1
486741092,G110010009013C1,C,1181,19,1
486741091,G110010009013C1,C,1182,19,1
486741090,G110010009013C1,C,1183,21,1
486741089,G110010009013C1,C,1184,18,1
486741088,G110010009013C1,C,1185,23,1
486741087,G110010009013C1,C,1186,19,1
486741086,G110010009013C1,C,1187,19,1
486741085,G110010009013C1,C,1188,26,1
486741084,G110010009013C1,C,1189,21,1
486741083,G110010009013C1,C,1190,20,1
486741082,G110010009013C1,C,1191,19,1
486741081,G110010009013C1,C,1192,19,1
486741080,G110010009013C1,C,1193,19,1
486741079,G110010009013C1,C,1194,19,1
486741078,G110010009013C1,C,1195,18,1
486741077,G110010009013C1,C,1196,19,1
486741076,G110010009013C1,C,1197,22,1
486741075,G110010009013C1,C,1198,19,1
486741074,G110010009013C1,C,1199,19,1
486741073,G110010009013C1,C,1200,24,1
486741072,G110010009013C1,C,1201,20,1
486741071,G110010009013C1,C,1202,20,1
486741070,G110010009013C1,C,1203,21,1
486741069,G110010009013C1,C,1204,20,1
486741068,G110010009013C1,C,1205,22,1
486741067,G110010009013C1,C,1206,22,1
486741066,G110010009013C1,C,1207,19,1
486741065,G110010009013C1,C,1208,19,1
486741061,G110010009013C1,C,1209,17,1
486741060,G110010009013C1,C,1210,17,1
486742951,G110010009013C1,C,1211,18,2
486742950,G110010009013C1,C,1212,19,2
486742949,G110010009013C1,C,1213,18,2
